MSYMPTOMID,TOCALLDATE,Repair_time,Average_repairtime_year,Average_repairtime_all,worksheets_closed,Average_worksheets_year
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Software,Year_2563,2,1,2,V1,208
Others,Year_2563,0,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Hardware,Year_2563,1,1,2,V1,208
Software,Year_2563,1,1,2,V1,208
Internet,Year_2563,2,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,1,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Telephony,Year_2563,12,1,2,V2,208
Internet,Year_2563,1,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Telephony,Year_2563,1,1,2,V1,208
Telephony,Year_2563,2,1,2,V1,208
Telephony,Year_2563,2,1,2,V1,208
Hardware,Year_2563,1,1,2,V1,208
Telephony,Year_2563,1,1,2,V1,208
Others,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Others,Year_2563,0,1,2,V1,208
Telephony,Year_2563,4,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,3,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Telephony,Year_2563,4,1,2,V1,208
Others,Year_2563,1,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Telephony,Year_2563,8,1,2,V2,208
Telephony,Year_2563,2,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Others,Year_2563,3,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Telephony,Year_2563,7,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Internet,Year_2563,1,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Telephony,Year_2563,3,1,2,V1,208
Internet,Year_2563,3,1,2,V1,208
Others,Year_2563,0,1,2,V1,208
Hardware,Year_2563,4,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,1,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Others,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,1,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Telephony,Year_2563,6,1,2,V1,208
Internet,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Software,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2563,0,1,2,V1,208
Hardware,Year_2564,9,1,2,V2,208
Telephony,Year_2563,0,1,2,V1,208
Telephony,Year_2563,0,1,2,V1,208
Telephony,Year_2563,12,1,2,V2,208
Hardware,Year_2563,13,1,2,V2,208
Internet,Year_2563,5,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Internet,Year_2564,2,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,2,1,2,V1,208
Internet,Year_2564,2,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Finger_scan,Year_2564,4,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,5,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,6,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,10,1,2,V2,208
Hardware,Year_2564,3,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Finger_scan,Year_2564,4,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,2,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Telephony,Year_2564,9,1,2,V2,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Software,Year_2564,3,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,4,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,4,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,3,1,2,V1,208
Hardware,Year_2564,3,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,2,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,10,1,2,V2,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,3,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,6,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Others,Year_2564,1,1,2,V1,208
Software,Year_2564,7,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,2,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Telephony,Year_2564,4,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,3,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Others,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,2,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Others,Year_2564,13,1,2,V2,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,5,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,2,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Others,Year_2564,3,1,2,V1,208
Finger_scan,Year_2564,0,1,2,V1,208
Others,Year_2564,3,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Others,Year_2564,4,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Telephony,Year_2564,4,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Others,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,3,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,1,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,2,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,4,1,2,V1,208
Telephony,Year_2564,3,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,3,1,2,V1,208
Hardware,Year_2564,3,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Software,Year_2564,7,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,20,1,2,V3,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,7,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,13,1,2,V2,208
Internet,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,4,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Internet,Year_2564,3,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,2,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,8,1,2,V2,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Telephony,Year_2564,5,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,9,1,2,V2,208
Internet,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Software,Year_2564,63,1,2,V5,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Finger_scan,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,5,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Software,Year_2564,2,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,2,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,9,1,2,V2,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Software,Year_2564,5,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,6,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,2,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,2,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,7,1,2,V1,208
Telephony,Year_2564,3,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,14,1,2,V2,208
Hardware,Year_2564,2,1,2,V1,208
Internet,Year_2564,12,1,2,V2,208
Internet,Year_2564,12,1,2,V2,208
Hardware,Year_2564,1,1,2,V1,208
Software,Year_2560,25,4,2,V4,208
Finger_scan,Year_2564,1,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,10,1,2,V2,208
Finger_scan,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,1,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Finger_scan,Year_2564,1,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Internet,Year_2564,2,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,5,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Software,Year_2564,5,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Finger_scan,Year_2564,1,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Others,Year_2564,0,1,2,V1,208
Telephony,Year_2564,1,1,2,V1,208
Software,Year_2564,1,1,2,V1,208
Software,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,5,1,2,V1,208
Internet,Year_2564,1,1,2,V1,208
Telephony,Year_2564,3,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Internet,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,4,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Telephony,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,0,1,2,V1,208
Hardware,Year_2564,4,1,2,V1,208
